II	12031856	12478011	ECA2561	ECA2581	356	74	#34FF00	II	12278712	15257187	199299
II	12031856	12478011	ECA2561	ECA2595	250	22	#34FF00	II	12278712	15257187	199299
II	12040033	12357086	ED3048	JU2017	291	40	#CC0000	II	12278712	15257187	78374
II	12040033	12488136	ED3048	XZ1735	253	74	#CC0000	II	12278712	15257187	209424
II	12040033	12530532	ED3048	MY10	163	44	#CC0000	II	12278712	15257187	251820
II	12040033	12592833	ED3048	CB4852	9	33	#CC0000	II	12278712	15257187	314121
II	12040033	12592833	ED3048	JU1395	13	33	#CC0000	II	12278712	15257187	314121
II	12040033	12592833	ED3048	NIC1832	159	99	#CC0000	II	12278712	15257187	314121
II	12040033	12704288	ED3048	JU2811	301	58	#CC0000	II	12278712	15257187	425576
II	12040033	12769367	ED3048	ED3073	32	73	#CC0000	II	12278712	15257187	490655
II	12040033	12794931	ED3048	JU2619	170	87	#CC0000	II	12278712	15257187	516219
II	12040033	12794931	ED3048	MY2585	53	63	#CC0000	II	12278712	15257187	516219
II	12040033	12794931	ED3048	PB303	15	74	#CC0000	II	12278712	15257187	516219
II	12040033	12794931	ED3048	RC301	121	76	#CC0000	II	12278712	15257187	516219
II	12040033	12795445	ED3048	JU2841	263	97	#CC0000	II	12278712	15257187	516733
II	12040033	12955784	ED3048	ECA923	313	69	#CC0000	II	12278712	15257187	677072
II	12040033	12955784	ED3048	ECA928	354	84	#CC0000	II	12278712	15257187	677072
II	12040033	13196049	ED3048	ECA592	347	62	#CC0000	II	12278712	15257187	917337
II	12040033	13221466	ED3048	MY2693	86	41	#CC0000	II	12278712	15257187	942754
II	12040033	13221466	ED3048	MY2713	157	41	#CC0000	II	12278712	15257187	942754
II	12040033	13221466	ED3048	MY2741	187	64	#CC0000	II	12278712	15257187	942754
II	12040033	13367193	ED3048	QG4080	300	25	#CC0000	II	12278712	15257187	1088481
II	12040033	13379963	ED3048	JU2534	66	101	#CC0000	II	12278712	15257187	1101251
II	12040033	13379963	ED3048	NIC528	47	102	#CC0000	II	12278712	15257187	1101251
II	12040033	13397352	ED3048	JU3135	158	33	#CC0000	II	12278712	15257187	1118640
II	12040033	13580560	ED3048	JU3166	330	135	#CC0000	II	12278712	15257187	1301848
II	12040033	13678657	ED3048	NIC255	24	119	#CC0000	II	12278712	15257187	1399945
II	12040033	13745926	ED3048	CX11285	307	82	#CC0000	II	12278712	15257187	1467214
II	12040033	14018542	ED3048	NIC523	269	55	#CC0000	II	12278712	15257187	1739830
II	12040033	14018542	ED3048	NIC529	135	54	#CC0000	II	12278712	15257187	1739830
II	12040033	15278447	ED3048	MY679	45	45	#CC0000	II	12278712	15257187	2978475
II	12040033	15278447	ED3048	WN2082	145	20	#CC0000	II	12278712	15257187	2978475
II	12040033	15278597	ED3048	BRC20067	14	25	#CC0000	II	12278712	15257187	2978475
II	12040033	15278597	ED3048	BRC20263	198	59	#CC0000	II	12278712	15257187	2978475
II	12040033	15278597	ED3048	ECA1069	174	47	#CC0000	II	12278712	15257187	2978475
II	12040033	15278597	ED3048	ED3048	1	3	#CC0000	II	12278712	15257187	2978475
II	12040033	15278597	ED3048	JU2466	3	24	#CC0000	II	12278712	15257187	2978475
II	12040033	15278597	ED3048	JU2878	105	57	#CC0000	II	12278712	15257187	2978475
II	12040033	15278597	ED3048	JU3128	119	95	#CC0000	II	12278712	15257187	2978475
II	12040033	15278597	ED3048	JU3225	117	94	#CC0000	II	12278712	15257187	2978475
II	12041100	15278597	ED3048	NIC231	63	51	#CC0000	II	12278712	15257187	2978475
II	12064520	12794931	ED3048	EG4347	70	85	#CC0000	II	12278712	15257187	516219
II	12067948	12325793	ED3048	ECA1805	385	50	#CC0000	II	12278712	15257187	47081
II	12067948	12325793	ED3048	ECA1815	380	50	#CC0000	II	12278712	15257187	47081
II	12067948	12325793	ED3048	ECA1875	384	50	#CC0000	II	12278712	15257187	47081
II	12067948	12325793	ED3048	ECA2111	377	52	#CC0000	II	12278712	15257187	47081
II	12067948	12325793	ED3048	ECA2344	386	50	#CC0000	II	12278712	15257187	47081
II	12067948	12325793	ED3048	ECA743	392	48	#CC0000	II	12278712	15257187	47081
II	12067948	12325793	ED3048	QX1792	366	40	#CC0000	II	12278712	15257187	47081
II	12067948	12380054	ED3048	QX1794	388	68	#CC0000	II	12278712	15257187	101342
II	12069331	12325793	ED3048	ECA2350	383	60	#CC0000	II	12278712	15257187	47081
II	12074756	12324518	XZ1513	ECA1257	379	36	#66B2FF	II	12278712	15257187	45806
II	12074756	12324518	XZ1513	ECA710	381	36	#66B2FF	II	12278712	15257187	45806
II	12082680	12455142	XZ1513	XZ2211	387	53	#66B2FF	II	12278712	15257187	176430
II	12087021	13588277	ECA2482	ECA1293	490	61	#B266FF	II	12278712	15257187	1309565
II	12087021	13672621	ECA2482	ECA2073	499	35	#B266FF	II	12278712	15257187	1393909
II	12087021	13835315	ECA2482	ECA1969	503	44	#B266FF	II	12278712	15257187	1556603
II	12087021	13835315	ECA2482	ECA2482	477	34	#B266FF	II	12278712	15257187	1556603
II	12102933	15278447	ECA1243	ECA2467	471	28	#8F66FF	II	12278712	15257187	2978475
II	12104149	12450105	ECA2377	ECA1288	476	24	#A066FF	II	12278712	15257187	171393
II	12104149	12450105	ECA2377	ECA2377	465	28	#A066FF	II	12278712	15257187	171393
II	12104149	12450105	ECA2377	ECA732	473	24	#A066FF	II	12278712	15257187	171393
II	12104149	12450105	ECA2377	ECA733	491	25	#A066FF	II	12278712	15257187	171393
II	12107827	12354482	ED3048	NIC242	75	110	#CC0000	II	12278712	15257187	75770
II	12107827	12388856	ED3048	JU3140	257	86	#CC0000	II	12278712	15257187	110144
II	12107827	12603546	ED3048	JU310	44	109	#CC0000	II	12278712	15257187	324834
II	12107827	12607106	ED3048	JU3132	202	109	#CC0000	II	12278712	15257187	328394
II	12107827	12610482	ED3048	JU393	209	113	#CC0000	II	12278712	15257187	331770
II	12107827	13026689	ED3048	NIC501	317	107	#CC0000	II	12278712	15257187	747977
II	12107827	13183382	ED3048	JU1172	71	54	#CC0000	II	12278712	15257187	904670
II	12107827	13313999	ED3048	WN2063	185	112	#CC0000	II	12278712	15257187	1035287
II	12107827	13323155	ED3048	JU1666	284	85	#CC0000	II	12278712	15257187	1044443
II	12107827	13350927	ED3048	MY920	34	87	#CC0000	II	12278712	15257187	1072215
II	12107827	13361943	ED3048	MY2530	111	25	#CC0000	II	12278712	15257187	1083231
II	12107827	13370533	ED3048	NIC515	181	110	#CC0000	II	12278712	15257187	1091821
II	12107827	13547725	ED3048	JU2600	264	110	#CC0000	II	12278712	15257187	1269013
II	12107827	13547725	ED3048	JU2610	272	111	#CC0000	II	12278712	15257187	1269013
II	12107827	13547725	ED3048	JU3291	270	109	#CC0000	II	12278712	15257187	1269013
II	12107827	13734180	ED3048	JU2586	262	113	#CC0000	II	12278712	15257187	1455468
II	12107827	13734614	ED3048	NIC275	28	35	#CC0000	II	12278712	15257187	1455902
II	12107827	14553130	ED3048	NIC199	345	68	#CC0000	II	12278712	15257187	2274418
II	12107827	15164642	ED3048	NIC259	182	116	#CC0000	II	12278712	15257187	2885930
II	12107827	15278447	ED3048	JU2522	178	112	#CC0000	II	12278712	15257187	2978475
II	12107827	15278447	ED3048	NIC514	125	94	#CC0000	II	12278712	15257187	2978475
II	12107827	15278597	ED3048	ECA1074	51	132	#CC0000	II	12278712	15257187	2978475
II	12107827	15278597	ED3048	JU1491	122	113	#CC0000	II	12278712	15257187	2978475
II	12107827	15278597	ED3048	JU1581	316	112	#CC0000	II	12278712	15257187	2978475
II	12107827	15278597	ED3048	JU1793	350	112	#CC0000	II	12278712	15257187	2978475
II	12107827	15278597	ED3048	JU2001	311	95	#CC0000	II	12278712	15257187	2978475
II	12107827	15278597	ED3048	JU2513	26	61	#CC0000	II	12278712	15257187	2978475
II	12107827	15278597	ED3048	JU2570	216	110	#CC0000	II	12278712	15257187	2978475
II	12107827	15278597	ED3048	JU3137	166	103	#CC0000	II	12278712	15257187	2978475
II	12107827	15278597	ED3048	JU782	268	61	#CC0000	II	12278712	15257187	2978475
II	12107827	15278597	ED3048	NIC1	48	109	#CC0000	II	12278712	15257187	2978475
II	12107827	15278597	ED3048	NIC236	152	109	#CC0000	II	12278712	15257187	2978475
II	12107827	15278597	ED3048	NIC269	279	115	#CC0000	II	12278712	15257187	2978475
II	12107827	15278597	ED3048	NIC513	177	20	#CC0000	II	12278712	15257187	2978475
II	12107827	15278597	ED3048	QW947	128	112	#CC0000	II	12278712	15257187	2978475
II	12107827	15278597	ED3048	WN2068	151	111	#CC0000	II	12278712	15257187	2978475
II	12114259	13672621	ECA2482	ECA744	489	40	#B266FF	II	12278712	15257187	1393909
II	12116029	12692949	ED3048	NIC1810	340	49	#CC0000	II	12278712	15257187	414237
II	12129413	12592833	ED3048	EG4946	25	41	#CC0000	II	12278712	15257187	314121
II	12164812	13835315	ECA2482	ECA2417	488	31	#B266FF	II	12278712	15257187	1556603
II	12168976	12690790	ECA1825	ECA1717	427	24	#0023FF	II	12278712	15257187	412078
II	12168976	12690790	ECA1825	ECA1825	410	29	#0023FF	II	12278712	15257187	412078
II	12168976	12690790	ECA1825	ECA1885	418	27	#0023FF	II	12278712	15257187	412078
II	12168976	12690790	ECA1825	ECA2109	426	35	#0023FF	II	12278712	15257187	412078
II	12168976	12690790	ECA1825	ECA2281	428	30	#0023FF	II	12278712	15257187	412078
II	12168976	12690790	ECA1825	ECA2334	425	32	#0023FF	II	12278712	15257187	412078
II	12168976	12690790	ECA1825	ECA2336	422	26	#0023FF	II	12278712	15257187	412078
II	12168976	12690790	ECA1825	ECA36	441	35	#0023FF	II	12278712	15257187	412078
II	12168976	12690790	ECA1825	JU3226	442	35	#0023FF	II	12278712	15257187	412078
II	12170473	12319844	ECA2489	ECA1281	511	37	#6E00FF	II	12278712	15257187	41132
II	12170473	12490338	ECA2489	ECA1283	481	32	#6E00FF	II	12278712	15257187	211626
II	12170473	12490338	ECA2489	ECA2489	470	17	#6E00FF	II	12278712	15257187	211626
II	12175314	15278597	ED3048	ECA2551	183	81	#CC0000	II	12278712	15257187	2978475
II	12175314	15278597	ED3048	ECA2672	194	81	#CC0000	II	12278712	15257187	2978475
II	12177113	14226225	ED3048	QG2835	224	63	#CC0000	II	12278712	15257187	1947513
II	12183306	12467196	MY2535	JU2906	98	108	#CC2300	II	12278712	15257187	188484
II	12183306	12467196	MY2535	JU346	231	108	#CC2300	II	12278712	15257187	188484
II	12183306	12467196	MY2535	MY2535	19	104	#CC2300	II	12278712	15257187	188484
II	12183306	12467196	MY2535	MY772	232	104	#CC2300	II	12278712	15257187	188484
II	12183306	12467196	MY2535	NIC1780	358	78	#CC2300	II	12278712	15257187	188484
II	12183306	12467196	MY2535	NIC1786	329	119	#CC2300	II	12278712	15257187	188484
II	12183306	12467196	MY2535	NIC1791	334	115	#CC2300	II	12278712	15257187	188484
II	12194121	12690790	ECA1825	ECA1793	434	31	#0023FF	II	12278712	15257187	412078
II	12194430	12570781	ED3048	NIC256	260	60	#CC0000	II	12278712	15257187	292069
II	12194430	12570781	ED3048	NIC260	240	52	#CC0000	II	12278712	15257187	292069
II	12194430	12570781	ED3048	NIC271	271	60	#CC0000	II	12278712	15257187	292069
II	12197492	12308763	ECA741	ECA2360	483	60	#6700CC	II	12278712	15257187	30051
II	12197492	12308763	ECA741	ECA741	478	56	#6700CC	II	12278712	15257187	30051
II	12199437	12290080	ECA1276	ECA1276	522	58	#F366FF	II	12278712	15257187	11368
II	12199437	12290080	ECA1276	ECA722	527	72	#F366FF	II	12278712	15257187	11368
II	12208552	13185628	ED3048	NIC265	365	97	#CC0000	II	12278712	15257187	906916
II	12208874	13057971	ECA2482	ECA2443	479	32	#B266FF	II	12278712	15257187	779259
II	12209291	12473149	QG2824	CX11254	286	72	#FF1800	II	12278712	15257187	194437
II	12209291	12473149	QG2824	CX11271	49	108	#FF1800	II	12278712	15257187	194437
II	12209291	12473149	QG2824	CX11276	97	117	#FF1800	II	12278712	15257187	194437
II	12209291	12473149	QG2824	CX11307	306	129	#FF1800	II	12278712	15257187	194437
II	12209291	12473149	QG2824	ECA2555	220	82	#FF1800	II	12278712	15257187	194437
II	12209291	12473149	QG2824	ECA2602	78	120	#FF1800	II	12278712	15257187	194437
II	12209291	12473149	QG2824	ECA2603	50	70	#FF1800	II	12278712	15257187	194437
II	12209291	12473149	QG2824	ECA2609	143	99	#FF1800	II	12278712	15257187	194437
II	12209291	12473149	QG2824	ECA2615	12	127	#FF1800	II	12278712	15257187	194437
II	12209291	12473149	QG2824	ECA2656	35	129	#FF1800	II	12278712	15257187	194437
II	12209291	12473149	QG2824	ED3046	278	117	#FF1800	II	12278712	15257187	194437
II	12209291	12473149	QG2824	JU2576	327	140	#FF1800	II	12278712	15257187	194437
II	12209291	12473149	QG2824	JU4047	344	76	#FF1800	II	12278712	15257187	194437
II	12209291	12473149	QG2824	JU4098	69	48	#FF1800	II	12278712	15257187	194437
II	12209291	12473149	QG2824	NIC1779	18	107	#FF1800	II	12278712	15257187	194437
II	12209291	12473149	QG2824	NIC1805	297	64	#FF1800	II	12278712	15257187	194437
II	12209291	12473149	QG2824	NIC1811	288	64	#FF1800	II	12278712	15257187	194437
II	12209291	12473149	QG2824	NIC207	30	106	#FF1800	II	12278712	15257187	194437
II	12209291	12473149	QG2824	QG2823	79	63	#FF1800	II	12278712	15257187	194437
II	12209291	12473149	QG2824	QG2824	11	53	#FF1800	II	12278712	15257187	194437
II	12209291	12473149	QG2824	QG536	20	119	#FF1800	II	12278712	15257187	194437
II	12209291	12473149	QG2824	XZ2020	328	55	#FF1800	II	12278712	15257187	194437
II	12210460	12299172	ECA1216	ECA1216	482	44	#8A00FF	II	12278712	15257187	20460
II	12210460	12299172	ECA1216	ECA1247	492	40	#8A00FF	II	12278712	15257187	20460
II	12213144	12794931	ED3048	ECA2560	29	29	#CC0000	II	12278712	15257187	516219
II	12215062	13691949	ED3048	XZ2018	65	90	#CC0000	II	12278712	15257187	1413237
II	12222751	12333876	ECA1196	ECA1192	444	39	#7966FF	II	12278712	15257187	55164
II	12222751	12333876	ECA1196	ECA1193	456	39	#7966FF	II	12278712	15257187	55164
II	12222751	12333876	ECA1196	ECA1194	439	25	#7966FF	II	12278712	15257187	55164
II	12222751	12333876	ECA1196	ECA1195	446	55	#7966FF	II	12278712	15257187	55164
II	12222751	12333876	ECA1196	ECA1196	438	41	#7966FF	II	12278712	15257187	55164
II	12222751	12832942	ECA1887	ECA1887	395	24	#0047FF	II	12278712	15257187	554230
II	12222751	12832942	ECA1887	ECA2041	420	24	#0047FF	II	12278712	15257187	554230
II	12227682	15278597	ED3048	QG2850	27	36	#CC0000	II	12278712	15257187	2978475
II	12231965	12502280	ECA730	ECA191	521	46	#5100FF	II	12278712	15257187	223568
II	12231965	12502280	ECA730	ECA730	458	64	#5100FF	II	12278712	15257187	223568
II	12234556	12289283	QG2818	CB4932	190	114	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	ECA2546	109	85	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	ECA2583	230	69	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	ECA2594	55	62	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	ECA2601	244	109	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	ECA2612	249	54	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	ECA2660	218	66	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	ED3052	118	43	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	EG4725	331	31	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	GXW1	74	25	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	JU1242	171	111	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	JU1792	124	61	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	JU1934	210	111	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	JU2007	142	105	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	JU2131	289	66	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	JU2141	192	110	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	JU2250	242	111	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	JU2257	188	26	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	JU2316	355	111	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	JU2464	82	77	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	JU2519	314	112	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	JU2566	176	22	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	JU2572	73	117	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	JU2578	99	43	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	JU2862	141	81	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	JU3141	179	116	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	JU3167	359	115	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	JU3169	319	121	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	JU3224	275	50	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	JU3228	233	58	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	JU397	223	111	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	JU4073	104	69	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	JU775	333	102	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	JU792	241	111	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	LKC34	85	36	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	NIC1119	102	50	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	NIC251	400	39	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	NIC258	332	109	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	NIC261	298	57	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	NIC262	295	55	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	NIC267	156	16	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	NIC274	184	20	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	NIC276	140	39	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	NIC277	67	98	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	QG2818	2	27	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	QG2825	83	62	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	QG2832	274	56	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	QG2836	180	59	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	QG2837	236	73	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	QG2838	215	48	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	QG2843	5	35	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	QG2846	364	48	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	QG2854	126	26	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	QG2855	137	26	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	QG2857	115	54	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	QG2873	132	51	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	QG2874	129	51	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	QG2875	173	108	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	QG2877	116	108	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	QG2932	68	29	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	QG4003	72	83	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	QG4006	7	83	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	QG4008	46	83	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	QG4021	100	70	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	QG4103	305	65	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	QG4193	89	57	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	QG4228	294	49	#FF0200	II	12278712	15257187	10571
II	12234556	12289283	QG2818	WN2001	321	96	#FF0200	II	12278712	15257187	10571
II	12235875	12427130	ECA1725	ECA2183	431	26	#0007CC	II	12278712	15257187	148418
II	12236545	12279476	JU751	DL226	214	55	#77FF66	II	12278712	15257187	764
II	12236545	12279476	JU751	JU2234	222	23	#77FF66	II	12278712	15257187	764
II	12236545	12279476	JU751	JU751	201	98	#77FF66	II	12278712	15257187	764
II	12236545	12315616	JU3282	CB4855	228	48	#CC1100	II	12278712	15257187	36904
II	12236545	12315616	JU3282	CB4857	203	49	#CC1100	II	12278712	15257187	36904
II	12236545	12315616	JU3282	CB4858	54	49	#CC1100	II	12278712	15257187	36904
II	12236545	12315616	JU3282	CX11262	304	45	#CC1100	II	12278712	15257187	36904
II	12236545	12315616	JU3282	CX11264	312	43	#CC1100	II	12278712	15257187	36904
II	12236545	12315616	JU3282	CX11292	38	26	#CC1100	II	12278712	15257187	36904
II	12236545	12315616	JU3282	CX11314	213	43	#CC1100	II	12278712	15257187	36904
II	12236545	12315616	JU3282	CX11315	248	45	#CC1100	II	12278712	15257187	36904
II	12236545	12315616	JU3282	ECA1316	96	60	#CC1100	II	12278712	15257187	36904
II	12236545	12315616	JU3282	ECA1413	346	65	#CC1100	II	12278712	15257187	36904
II	12236545	12315616	JU3282	ECA2559	57	109	#CC1100	II	12278712	15257187	36904
II	12236545	12315616	JU3282	ECA349	205	57	#CC1100	II	12278712	15257187	36904
II	12236545	12315616	JU3282	ECA594	369	48	#CC1100	II	12278712	15257187	36904
II	12236545	12315616	JU3282	ECA930	168	90	#CC1100	II	12278712	15257187	36904
II	12236545	12315616	JU3282	ED3005	165	62	#CC1100	II	12278712	15257187	36904
II	12236545	12315616	JU3282	ED3011	88	60	#CC1100	II	12278712	15257187	36904
II	12236545	12315616	JU3282	JU2016	42	79	#CC1100	II	12278712	15257187	36904
II	12236545	12315616	JU3282	MY18	293	64	#CC1100	II	12278712	15257187	36904
II	12236545	12315616	JU3282	MY2212	175	52	#CC1100	II	12278712	15257187	36904
II	12236545	12315616	JU3282	MY518	138	62	#CC1100	II	12278712	15257187	36904
II	12236545	12315616	JU3282	MY795	245	57	#CC1100	II	12278712	15257187	36904
II	12236545	12315616	JU3282	NIC1808	239	67	#CC1100	II	12278712	15257187	36904
II	12236545	12315616	JU3282	NIC1812	197	92	#CC1100	II	12278712	15257187	36904
II	12236545	12315616	JU3282	PB306	352	52	#CC1100	II	12278712	15257187	36904
II	12236545	12315616	JU3282	QG557	276	51	#CC1100	II	12278712	15257187	36904
II	12236545	12315616	JU3282	QX1212	281	68	#CC1100	II	12278712	15257187	36904
II	12236545	12315616	JU3282	QX1233	261	47	#CC1100	II	12278712	15257187	36904
II	12236545	12315616	JU3282	TWN2530	110	67	#CC1100	II	12278712	15257187	36904
II	12236545	12315616	JU3282	TWN2542	136	74	#CC1100	II	12278712	15257187	36904
II	12236545	12315616	JU3282	XZ1515	337	61	#CC1100	II	12278712	15257187	36904
II	12236545	12315616	JU3282	XZ1756	204	39	#CC1100	II	12278712	15257187	36904
II	12236545	12320114	JU3282	JU2526	367	113	#CC1100	II	12278712	15257187	41402
II	12236545	12327119	JU3282	JU778	139	107	#CC1100	II	12278712	15257187	48407
II	12236545	12353872	JU3282	ECA1889	375	73	#CC1100	II	12278712	15257187	75160
II	12236545	12353872	JU3282	ECA1901	371	65	#CC1100	II	12278712	15257187	75160
II	12236545	12353872	JU3282	ECA348	341	79	#CC1100	II	12278712	15257187	75160
